horse name,horse wiki id
Thunder Gulch,http://www.wikidata.org/entity/Q11305671
Sun Zeppelin,http://www.wikidata.org/entity/Q11305704
Saint Emilion,http://www.wikidata.org/entity/Q11305711
サンデーピクニック,http://www.wikidata.org/entity/Q11305776
Sunday Break,http://www.wikidata.org/entity/Q11305778
サンドピアリス,http://www.wikidata.org/entity/Q11305864
Sundridge,http://www.wikidata.org/entity/Q11305872
サンドリーズン,http://www.wikidata.org/entity/Q11305873
サンバコール,http://www.wikidata.org/entity/Q11305890
サンバレンティン,http://www.wikidata.org/entity/Q11305893
サンプソン,http://www.wikidata.org/entity/Q11305945
Sunrise Bacchus,http://www.wikidata.org/entity/Q11306034
サンライズプリンス,http://www.wikidata.org/entity/Q11306038
サンライズペガサス,http://www.wikidata.org/entity/Q11306039
サンライズマックス,http://www.wikidata.org/entity/Q11306040
サンレイジャスパー,http://www.wikidata.org/entity/Q11306084
Saga Novel,http://www.wikidata.org/entity/Q11306159
Sir Peter Teazle,http://www.wikidata.org/entity/Q11306236
ザカリヤ,http://www.wikidata.org/entity/Q11306326
Zagreb,http://www.wikidata.org/entity/Q11306348
That's The Plenty,http://www.wikidata.org/entity/Q11306375
ザパルテノス,http://www.wikidata.org/entity/Q11306395
Zafisio,http://www.wikidata.org/entity/Q11306406
Zamindar,http://www.wikidata.org/entity/Q11306420
ザレマ,http://www.wikidata.org/entity/Q11306433
Xaar,http://www.wikidata.org/entity/Q11306863
Shian Mor,http://www.wikidata.org/entity/Q11306904
シェイクスピア,http://www.wikidata.org/entity/Q11306934
Cheryl,http://www.wikidata.org/entity/Q11306983
Sheriff's Star,http://www.wikidata.org/entity/Q11306984
Shell Game,http://www.wikidata.org/entity/Q11306993
Shells Lei,http://www.wikidata.org/entity/Q11306995
Schon wald,http://www.wikidata.org/entity/Q11307020
シクレノンシェリフ,http://www.wikidata.org/entity/Q11307086
シゲルホームラン,http://www.wikidata.org/entity/Q11307116
Sister Sono,http://www.wikidata.org/entity/Q11307162
シスタートウショウ,http://www.wikidata.org/entity/Q11307163
Six Sense,http://www.wikidata.org/entity/Q11307255
Civil War,http://www.wikidata.org/entity/Q11307488
シプリアニ,http://www.wikidata.org/entity/Q11307511
シベリアンホーク,http://www.wikidata.org/entity/Q11307513
シマユキ,http://www.wikidata.org/entity/Q11307553
シャコーグレイド,http://www.wikidata.org/entity/Q11307653
シャダイアイバー,http://www.wikidata.org/entity/Q11307661
シャダイカグラ,http://www.wikidata.org/entity/Q11307662
シャダイソフィア,http://www.wikidata.org/entity/Q11307663
Shadow Gate,http://www.wikidata.org/entity/Q11307708
Shalanaya,http://www.wikidata.org/entity/Q11307775
Sharrood,http://www.wikidata.org/entity/Q11307816
Shawanda,http://www.wikidata.org/entity/Q11307826
Shanghai,http://www.wikidata.org/entity/Q11307869
Shaadi,http://www.wikidata.org/entity/Q11307903
シュンエイ,http://www.wikidata.org/entity/Q11308061
Shonan Alba,http://www.wikidata.org/entity/Q11308122
Syonan Kamp,http://www.wikidata.org/entity/Q11308123
ショウナンタキオン,http://www.wikidata.org/entity/Q11308124
ショウナンパントル,http://www.wikidata.org/entity/Q11308125
Shonan Mighty,http://www.wikidata.org/entity/Q11308126
ショウリダバンザイ,http://www.wikidata.org/entity/Q11308128
ショウリュウムーン,http://www.wikidata.org/entity/Q11308129
ショウワモダン,http://www.wikidata.org/entity/Q11308135
シヨノロマン,http://www.wikidata.org/entity/Q11308267
シラオキ,http://www.wikidata.org/entity/Q11308271
Shirayukihime,http://www.wikidata.org/entity/Q11308284
Serious Attitude,http://www.wikidata.org/entity/Q11308291
シリウスシンボリ,http://www.wikidata.org/entity/Q11308300
Selene,http://www.wikidata.org/entity/Q11308324
Silk Justice,http://www.wikidata.org/entity/Q11308343
シルクテンザンオー,http://www.wikidata.org/entity/Q11308344
シルクフェイマス,http://www.wikidata.org/entity/Q11308347
シルクフォーチュン,http://www.wikidata.org/entity/Q11308348
シルクブラボー,http://www.wikidata.org/entity/Q11308349
シルクプリマドンナ,http://www.wikidata.org/entity/Q11308350
シルクムーンライト,http://www.wikidata.org/entity/Q11308353
Silk Mobius,http://www.wikidata.org/entity/Q11308354
Silver Shark,http://www.wikidata.org/entity/Q11308376
Silver Spoon,http://www.wikidata.org/entity/Q11308382
シルバーブリツト,http://www.wikidata.org/entity/Q11308389
Silver Lining,http://www.wikidata.org/entity/Q11308393
Silver Land,http://www.wikidata.org/entity/Q11308394
Silport,http://www.wikidata.org/entity/Q11308423
Silvano,http://www.wikidata.org/entity/Q11308424
シルヴァーフロスト,http://www.wikidata.org/entity/Q11308427
Silver Hawk,http://www.wikidata.org/entity/Q11308429
シルヴァーロックス,http://www.wikidata.org/entity/Q11308430
シロベエ,http://www.wikidata.org/entity/Q11308475
Shin Wind,http://www.wikidata.org/entity/Q11308487
シンウルフ,http://www.wikidata.org/entity/Q11308488
シンカイウン,http://www.wikidata.org/entity/Q11308491
Shingen,http://www.wikidata.org/entity/Q11308581
シンコウアンクレー,http://www.wikidata.org/entity/Q11308582
シンコウウインディ,http://www.wikidata.org/entity/Q11308583
シンコウカリド,http://www.wikidata.org/entity/Q11308584
シンコウキング,http://www.wikidata.org/entity/Q11308585
シンコウスプレンダ,http://www.wikidata.org/entity/Q11308587
Shinko Lovely,http://www.wikidata.org/entity/Q11308589
シンコウフォレスト,http://www.wikidata.org/entity/Q11308590
シンドバッド,http://www.wikidata.org/entity/Q11308657
シンボリインディ,http://www.wikidata.org/entity/Q11308699
シンボリクリエンス,http://www.wikidata.org/entity/Q11308700
シンボリグラン,http://www.wikidata.org/entity/Q11308701
シンボリモントルー,http://www.wikidata.org/entity/Q11308702
Symboli Rudolf,http://www.wikidata.org/entity/Q11308703
Shimmei Fuji,http://www.wikidata.org/entity/Q11308711
シンモエダケ,http://www.wikidata.org/entity/Q11308715
She is Tosho,http://www.wikidata.org/entity/Q11308736
シーエース,http://www.wikidata.org/entity/Q11308753
Seeking the Dia,http://www.wikidata.org/entity/Q11308763
Seeking the Pearl,http://www.wikidata.org/entity/Q11308764
シーキングザベスト,http://www.wikidata.org/entity/Q11308765
Cesario,http://www.wikidata.org/entity/Q11308798
シーザー,http://www.wikidata.org/entity/Q11308800
シーチャリオット,http://www.wikidata.org/entity/Q11308836
C.B. Queen,http://www.wikidata.org/entity/Q11308879
C B Cross,http://www.wikidata.org/entity/Q11308880
Sea Hawk,http://www.wikidata.org/entity/Q11308892
Cyma,http://www.wikidata.org/entity/Q11308902
シーロ,http://www.wikidata.org/entity/Q11308935
ジェイエスホールド,http://www.wikidata.org/entity/Q11309078
Jade Robbery,http://www.wikidata.org/entity/Q11309134
ジェイペグ,http://www.wikidata.org/entity/Q11309142
J'ai Deux Amours,http://www.wikidata.org/entity/Q11309244
Genuine,http://www.wikidata.org/entity/Q11309251
Gemologist,http://www.wikidata.org/entity/Q11309336
ジェルミナル,http://www.wikidata.org/entity/Q11309375
ジグ,http://www.wikidata.org/entity/Q11309502
Giant Wrecker,http://www.wikidata.org/entity/Q11309666
Jaguar Mail,http://www.wikidata.org/entity/Q11309699
Jack Sullivan,http://www.wikidata.org/entity/Q11309830
Judge Angelucci,http://www.wikidata.org/entity/Q11309878
Jalisco Light,http://www.wikidata.org/entity/Q11310101
Jungle Pocket,http://www.wikidata.org/entity/Q11310148
Jungle Rocket,http://www.wikidata.org/entity/Q11310150
ジャンボキング,http://www.wikidata.org/entity/Q11310214
Jupiter Island,http://www.wikidata.org/entity/Q11310411
ジュリア,http://www.wikidata.org/entity/Q11310433
ジユピターユートピア,http://www.wikidata.org/entity/Q11310487
ジョイーレ,http://www.wikidata.org/entity/Q11310545
ジョウテンブレーヴ,http://www.wikidata.org/entity/Q11310549
Jolie's Shinju,http://www.wikidata.org/entity/Q11310678
Jolie's Halo,http://www.wikidata.org/entity/Q11310679
Jolly Dance,http://www.wikidata.org/entity/Q11310680
Joie de Vivre,http://www.wikidata.org/entity/Q11310697
Jo Cappuccino,http://www.wikidata.org/entity/Q11310831
ジョージモナーク,http://www.wikidata.org/entity/Q11310853
Jo Big Bang,http://www.wikidata.org/entity/Q11310900
スイグン,http://www.wikidata.org/entity/Q11311097
Suiten,http://www.wikidata.org/entity/Q11311124
Swift Swallow,http://www.wikidata.org/entity/Q11311127
スイフトセイダイ,http://www.wikidata.org/entity/Q11311128
Sweep Tosho,http://www.wikidata.org/entity/Q11311170
スウィフトカレント,http://www.wikidata.org/entity/Q11311176
Swept Overboard,http://www.wikidata.org/entity/Q11311208
スウヰイスー,http://www.wikidata.org/entity/Q11311219
Suehiro Commander,http://www.wikidata.org/entity/Q11311221
スエヒロジョウオー,http://www.wikidata.org/entity/Q11311223
Sky Mesa,http://www.wikidata.org/entity/Q11311272
Scarlet Ink,http://www.wikidata.org/entity/Q11311360
Scarlet Bouquet,http://www.wikidata.org/entity/Q11311361
Scarlet Ribbon,http://www.wikidata.org/entity/Q11311362
Scarlet Lady,http://www.wikidata.org/entity/Q11311363
Sugano Oji,http://www.wikidata.org/entity/Q11311371
Sugano Homare,http://www.wikidata.org/entity/Q11311373
Scatter the Gold,http://www.wikidata.org/entity/Q11311404
Schiaparelli,http://www.wikidata.org/entity/Q11311408
Scan,http://www.wikidata.org/entity/Q11311410
スキーキャプテン,http://www.wikidata.org/entity/Q11311431
スキーパラダイス,http://www.wikidata.org/entity/Q11311439
スギノハヤカゼ,http://www.wikidata.org/entity/Q11311453
スクラムダイナ,http://www.wikidata.org/entity/Q11311496
Screen Hero,http://www.wikidata.org/entity/Q11311521
Squirt,http://www.wikidata.org/entity/Q11311529
スゲヌマ,http://www.wikidata.org/entity/Q11311609
スズカコーズウェイ,http://www.wikidata.org/entity/Q11311674
Suzukakoban,http://www.wikidata.org/entity/Q11311675
Suzuka Phoenix,http://www.wikidata.org/entity/Q11311676
Suzuka Mambo,http://www.wikidata.org/entity/Q11311677
スズノキャスター,http://www.wikidata.org/entity/Q11311762
スズパレード,http://www.wikidata.org/entity/Q11311764
スタイルパッチ,http://www.wikidata.org/entity/Q11311789
Stanerra,http://www.wikidata.org/entity/Q11311907
Star Affair,http://www.wikidata.org/entity/Q11312001
Star King Man,http://www.wikidata.org/entity/Q11312008
スターバレリーナ,http://www.wikidata.org/entity/Q11312079
スターマン,http://www.wikidata.org/entity/Q11312105
Sterling Rose,http://www.wikidata.org/entity/Q11312118
スターロツチ,http://www.wikidata.org/entity/Q11312125
スダホーク,http://www.wikidata.org/entity/Q11312169
スティンガー,http://www.wikidata.org/entity/Q11312212
Steel Heart,http://www.wikidata.org/entity/Q11312238
Stay Gold,http://www.wikidata.org/entity/Q11312249
ステキシンスケクン,http://www.wikidata.org/entity/Q11312260
Stage Champ,http://www.wikidata.org/entity/Q11312361
ステーツマン,http://www.wikidata.org/entity/Q11312364
State Jaguar,http://www.wikidata.org/entity/Q11312367
Strong Eight,http://www.wikidata.org/entity/Q11312503
ストロングガルーダ,http://www.wikidata.org/entity/Q11312505
Strong Blood,http://www.wikidata.org/entity/Q11312509
ストロングリターン,http://www.wikidata.org/entity/Q11312511
ストーミーカフェ,http://www.wikidata.org/entity/Q11312524
ストーンステッパー,http://www.wikidata.org/entity/Q11312541
スパイキュール,http://www.wikidata.org/entity/Q11312651
Speed Symboli,http://www.wikidata.org/entity/Q11312797
スピードワールド,http://www.wikidata.org/entity/Q11312816
Spring Ghent,http://www.wikidata.org/entity/Q11312860
スペクテイター,http://www.wikidata.org/entity/Q11312922
Special,http://www.wikidata.org/entity/Q11312940
Special Week,http://www.wikidata.org/entity/Q11312941
スマイルジャック,http://www.wikidata.org/entity/Q11313235
スマイルトゥモロー,http://www.wikidata.org/entity/Q11313240
Smadoun,http://www.wikidata.org/entity/Q11313273
スマノダイドウ,http://www.wikidata.org/entity/Q11313274
Smart Falcon,http://www.wikidata.org/entity/Q11313287
Smart Boy,http://www.wikidata.org/entity/Q11313288
スマートロビン,http://www.wikidata.org/entity/Q11313293
Sri Pekan,http://www.wikidata.org/entity/Q11313394
スリリングサンデー,http://www.wikidata.org/entity/Q11313404
スリルショー,http://www.wikidata.org/entity/Q11313407
スリーオペレーター,http://www.wikidata.org/entity/Q11313423
スリーコース,http://www.wikidata.org/entity/Q11313429
スリージャイアンツ,http://www.wikidata.org/entity/Q11313432
Sleepless Night,http://www.wikidata.org/entity/Q11313448
スリーロールス,http://www.wikidata.org/entity/Q11313457
スルガスンプジョウ,http://www.wikidata.org/entity/Q11313465
スルーオダイナ,http://www.wikidata.org/entity/Q11313496
Swanswood Grove,http://www.wikidata.org/entity/Q11313572
Suni,http://www.wikidata.org/entity/Q11313628
スーパーオトメ,http://www.wikidata.org/entity/Q11313675
Super Creek,http://www.wikidata.org/entity/Q11313702
Super Shinzan,http://www.wikidata.org/entity/Q11313719
スーパーハリケーン,http://www.wikidata.org/entity/Q11313799
スーパーペガサス,http://www.wikidata.org/entity/Q11313854
Super Hornet,http://www.wikidata.org/entity/Q11313857
Seiun Wonder,http://www.wikidata.org/entity/Q11314113
Seiun Sky,http://www.wikidata.org/entity/Q11314114
セイクリムズン,http://www.wikidata.org/entity/Q11314122
セイユウ,http://www.wikidata.org/entity/Q11314150
セカイオー,http://www.wikidata.org/entity/Q11314179
Saegangja,http://www.wikidata.org/entity/Q11314216
セキテイリュウオー,http://www.wikidata.org/entity/Q11314231
Sedan,http://www.wikidata.org/entity/Q11314327
Theft,http://www.wikidata.org/entity/Q11314399
Seraphic Romp,http://www.wikidata.org/entity/Q11314492
セリーセクレタリー,http://www.wikidata.org/entity/Q11314519
Celestial Storm,http://www.wikidata.org/entity/Q11314628
セレン,http://www.wikidata.org/entity/Q11314659
Sendawar,http://www.wikidata.org/entity/Q11314717
Saint Crespin,http://www.wikidata.org/entity/Q11314763
St.Steven,http://www.wikidata.org/entity/Q11314768
Sageburg,http://www.wikidata.org/entity/Q11314856
Zeddaan,http://www.wikidata.org/entity/Q11314922
Generalist,http://www.wikidata.org/entity/Q11314942
Zenno El Cid,http://www.wikidata.org/entity/Q11315049
ゼーアドラー,http://www.wikidata.org/entity/Q11315060
Social Butterfly,http://www.wikidata.org/entity/Q11315124
Solitary King,http://www.wikidata.org/entity/Q11315384
Solonaway,http://www.wikidata.org/entity/Q11315435
Song of Wind,http://www.wikidata.org/entity/Q11315452
Soviet Star,http://www.wikidata.org/entity/Q11315477
ソヴリンパス,http://www.wikidata.org/entity/Q11315479
タイキシャーロック,http://www.wikidata.org/entity/Q11315674
タイキトレジャー,http://www.wikidata.org/entity/Q11315675
タイキバカラ,http://www.wikidata.org/entity/Q11315676
タイキファイヤー,http://www.wikidata.org/entity/Q11315677
タイキフォーチュン,http://www.wikidata.org/entity/Q11315678
タイキブリザード,http://www.wikidata.org/entity/Q11315679
タイセイアトム,http://www.wikidata.org/entity/Q11315693
タイセイブレーヴ,http://www.wikidata.org/entity/Q11315694
タイセイレジェンド,http://www.wikidata.org/entity/Q11315696
Tai Tehm,http://www.wikidata.org/entity/Q11315708
Tight Spot,http://www.wikidata.org/entity/Q11315712
タイムパラドックス,http://www.wikidata.org/entity/Q11315776
タイムライン,http://www.wikidata.org/entity/Q11315783
タイヨウ,http://www.wikidata.org/entity/Q11315809
タカイホーマ,http://www.wikidata.org/entity/Q11315901
タカエノカオリ,http://www.wikidata.org/entity/Q11315902
タカオー,http://www.wikidata.org/entity/Q11315904
タカマガハラ,http://www.wikidata.org/entity/Q11315964
タカラコスモス,http://www.wikidata.org/entity/Q11315980
タカラスチール,http://www.wikidata.org/entity/Q11315983
タガノテイオー,http://www.wikidata.org/entity/Q11316005
タガノマイバッハ,http://www.wikidata.org/entity/Q11316006
タガミホマレ,http://www.wikidata.org/entity/Q11316007
Takeshiba O,http://www.wikidata.org/entity/Q11316062
タケデンバード,http://www.wikidata.org/entity/Q11316070
タケノベルベット,http://www.wikidata.org/entity/Q11316072
タケノハナミ,http://www.wikidata.org/entity/Q11316073
タケフブキ,http://www.wikidata.org/entity/Q11316076
タケホープ,http://www.wikidata.org/entity/Q11316079
タケミカヅチ,http://www.wikidata.org/entity/Q11316080
タスカータソルテ,http://www.wikidata.org/entity/Q11316104
Tachikaze,http://www.wikidata.org/entity/Q11316129
Tap Dance City,http://www.wikidata.org/entity/Q11316184
Tanino Gimlet,http://www.wikidata.org/entity/Q11316237
タニノチカラ,http://www.wikidata.org/entity/Q11316239
タニノムーティエ,http://www.wikidata.org/entity/Q11316240
タニノハローモア,http://www.wikidata.org/entity/Q11316241
タマツバキ,http://www.wikidata.org/entity/Q11316309
タマミ,http://www.wikidata.org/entity/Q11316317
Tamamo Inazuma,http://www.wikidata.org/entity/Q11316318
Tamamo Cross,http://www.wikidata.org/entity/Q11316319
Tamamo Strong,http://www.wikidata.org/entity/Q11316320
Tamamo Support,http://www.wikidata.org/entity/Q11316321
タマモホットプレイ,http://www.wikidata.org/entity/Q11316322
Tamayuz,http://www.wikidata.org/entity/Q11316323
タムロチェリー,http://www.wikidata.org/entity/Q11316349
Tayasu Tsuyoshi,http://www.wikidata.org/entity/Q11316382
タレンティドガール,http://www.wikidata.org/entity/Q11316436
タンディチェイル,http://www.wikidata.org/entity/Q11316505
ターター,http://www.wikidata.org/entity/Q11316557
ダイアナソロン,http://www.wikidata.org/entity/Q11316614
Daiichi Ruby,http://www.wikidata.org/entity/Q11316636
Diolite,http://www.wikidata.org/entity/Q11316729
ダイゴホマレ,http://www.wikidata.org/entity/Q11316764
ダイゴトツゲキ,http://www.wikidata.org/entity/Q11316765
ダイシンオレンジ,http://www.wikidata.org/entity/Q11316775
ダイシンフブキ,http://www.wikidata.org/entity/Q11316776
ダイシンボルガード,http://www.wikidata.org/entity/Q11316777
ダイタクバートラム,http://www.wikidata.org/entity/Q11316795
Daitaku Helios,http://www.wikidata.org/entity/Q11316796
Daitaku Yamato,http://www.wikidata.org/entity/Q11316798
Daitaku Riva,http://www.wikidata.org/entity/Q11316799
ダイナアクトレス,http://www.wikidata.org/entity/Q11316818
Dyna Carle,http://www.wikidata.org/entity/Q11316819
Dyna Gulliver,http://www.wikidata.org/entity/Q11316820
Dyna Cosmos,http://www.wikidata.org/entity/Q11316821
ダイナサンキュー,http://www.wikidata.org/entity/Q11316824
Dyna Shoot,http://www.wikidata.org/entity/Q11316831
ダイナナホウシユウ,http://www.wikidata.org/entity/Q11316839
Dyna Fairy,http://www.wikidata.org/entity/Q11316840
ダイナマイトダディ,http://www.wikidata.org/entity/Q11316850
ダイナレター,http://www.wikidata.org/entity/Q11316887
ダイニホウシユウ,http://www.wikidata.org/entity/Q11316895
ダイメイゴッツ,http://www.wikidata.org/entity/Q11316963
ダイヤモンドウェッディング,http://www.wikidata.org/entity/Q11316983
ダイヤモンドビコー,http://www.wikidata.org/entity/Q11317002
ダイユウサク,http://www.wikidata.org/entity/Q11317028
ダイワエルシエーロ,http://www.wikidata.org/entity/Q11317053
Daiwa Caerleon,http://www.wikidata.org/entity/Q11317054
ダイワテキサス,http://www.wikidata.org/entity/Q11317057
Daiwa Major,http://www.wikidata.org/entity/Q11317065
ダイワルージュ,http://www.wikidata.org/entity/Q11317066
ダイワワイルドボア,http://www.wikidata.org/entity/Q11317069
ダスゲニー,http://www.wikidata.org/entity/Q11317144
Dasher Go Go,http://www.wikidata.org/entity/Q11317180
ダテテンリュウ,http://www.wikidata.org/entity/Q11317193
ダテハクタカ,http://www.wikidata.org/entity/Q11317194
ダテホーライ,http://www.wikidata.org/entity/Q11317195
Danon Go Go,http://www.wikidata.org/entity/Q11317237
Danon Chantilly,http://www.wikidata.org/entity/Q11317238
ダノンシャーク,http://www.wikidata.org/entity/Q11317239
Danon Yoyo,http://www.wikidata.org/entity/Q11317243
ダノンバラード,http://www.wikidata.org/entity/Q11317244
ダブルハピネス,http://www.wikidata.org/entity/Q11317308
Darjina,http://www.wikidata.org/entity/Q11317417
Dansili,http://www.wikidata.org/entity/Q11317458
Dancing Color,http://www.wikidata.org/entity/Q11317463
Dancing Key,http://www.wikidata.org/entity/Q11317464
Dancing Cap,http://www.wikidata.org/entity/Q11317465
ダンスアワルツ,http://www.wikidata.org/entity/Q11317500
Dance in the Mood,http://www.wikidata.org/entity/Q11317501
ダンスインザモア,http://www.wikidata.org/entity/Q11317502
Dance Partner,http://www.wikidata.org/entity/Q11317504
Dance Fantasia,http://www.wikidata.org/entity/Q11317505
ダンスホール,http://www.wikidata.org/entity/Q11317506
ダンツキッスイ,http://www.wikidata.org/entity/Q11317513
ダンツシアトル,http://www.wikidata.org/entity/Q11317514
Dantsu Sirius,http://www.wikidata.org/entity/Q11317515
ダンツフレーム,http://www.wikidata.org/entity/Q11317516
Dandy Lute,http://www.wikidata.org/entity/Q11317526
Cor de la Bryere,http://www.wikidata.org/entity/Q1131753
Dark Shadow,http://www.wikidata.org/entity/Q11317618
Dark Legend,http://www.wikidata.org/entity/Q11317623
D'Arcy Yellow Turk,http://www.wikidata.org/entity/Q11317641
Darcy's White Turk,http://www.wikidata.org/entity/Q11317642
ダージー,http://www.wikidata.org/entity/Q11317644
ダービーレグノ,http://www.wikidata.org/entity/Q11317672
チアズグレイス,http://www.wikidata.org/entity/Q11317701
チェックメイト,http://www.wikidata.org/entity/Q11317763
チェリーコウマン,http://www.wikidata.org/entity/Q11317790
チェレブリタ,http://www.wikidata.org/entity/Q11317817
チエリオ,http://www.wikidata.org/entity/Q11317871
Chiselling,http://www.wikidata.org/entity/Q11317931
Chichicastenango,http://www.wikidata.org/entity/Q11317941
チトセオー,http://www.wikidata.org/entity/Q11317962
Cima De Triomphe,http://www.wikidata.org/entity/Q11318019
China Rock,http://www.wikidata.org/entity/Q11318040
チャクラ,http://www.wikidata.org/entity/Q11318092
Chance Torai,http://www.wikidata.org/entity/Q11318212
チャームアスリープ,http://www.wikidata.org/entity/Q11318299
チヤペルブラムプトン,http://www.wikidata.org/entity/Q11318342
チヤンピオンスター,http://www.wikidata.org/entity/Q11318343
Chokai Carol,http://www.wikidata.org/entity/Q11318411
Chosan,http://www.wikidata.org/entity/Q11318413
Chaucer,http://www.wikidata.org/entity/Q11318506
Twin Turbo,http://www.wikidata.org/entity/Q11318680
Tsurumaru Tsuyoshi,http://www.wikidata.org/entity/Q11318830
Tsurumaru Boy,http://www.wikidata.org/entity/Q11318831
ティコティコタック,http://www.wikidata.org/entity/Q11318925
Tiznow,http://www.wikidata.org/entity/Q11318930
ティファニーラス,http://www.wikidata.org/entity/Q11318951
テイエムアンコール,http://www.wikidata.org/entity/Q11319074
テイエムオオアラシ,http://www.wikidata.org/entity/Q11319075
テイエムエース,http://www.wikidata.org/entity/Q11319076
T M Opera O,http://www.wikidata.org/entity/Q11319077
テイエムオーシャン,http://www.wikidata.org/entity/Q11319078
T M Aurora,http://www.wikidata.org/entity/Q11319079
テイエムサンデー,http://www.wikidata.org/entity/Q11319080
テイエムジャンボ,http://www.wikidata.org/entity/Q11319081
テイエムチュラサン,http://www.wikidata.org/entity/Q11319082
テイエムトッパズレ,http://www.wikidata.org/entity/Q11319083
テイエムドラゴン,http://www.wikidata.org/entity/Q11319084
テイエムハリアー,http://www.wikidata.org/entity/Q11319085
T M Precure,http://www.wikidata.org/entity/Q11319086
テイタニヤ,http://www.wikidata.org/entity/Q11319105
テイトオー,http://www.wikidata.org/entity/Q11319111
Tale of the Cat,http://www.wikidata.org/entity/Q11319116
テスコガビー,http://www.wikidata.org/entity/Q11319251
テスコパール,http://www.wikidata.org/entity/Q11319253
Tesco Boy,http://www.wikidata.org/entity/Q11319254
Testa Matta,http://www.wikidata.org/entity/Q11319261
テツザクラ,http://www.wikidata.org/entity/Q11319292
テツノカチドキ,http://www.wikidata.org/entity/Q11319294
テツノジョージ,http://www.wikidata.org/entity/Q11319295
テツモン,http://www.wikidata.org/entity/Q11319296
テネシーガール,http://www.wikidata.org/entity/Q11319347
テルテンリュウ,http://www.wikidata.org/entity/Q11319438
Telegnosis,http://www.wikidata.org/entity/Q11319464
テンショウボス,http://www.wikidata.org/entity/Q11319833
テンジンショウグン,http://www.wikidata.org/entity/Q11319838
Tenby,http://www.wikidata.org/entity/Q11319859
テンビーエース,http://www.wikidata.org/entity/Q11319860
Ten Point,http://www.wikidata.org/entity/Q11319878
テンメイ,http://www.wikidata.org/entity/Q11319882
テンモン,http://www.wikidata.org/entity/Q11319883
デアリングハート,http://www.wikidata.org/entity/Q11319948
Dear Geena,http://www.wikidata.org/entity/Q11319954
Dia de la Novia,http://www.wikidata.org/entity/Q11319958
Diablo,http://www.wikidata.org/entity/Q11319970
ディアマンテ,http://www.wikidata.org/entity/Q11319975
Dear Yamato,http://www.wikidata.org/entity/Q11319978
Dictus,http://www.wikidata.org/entity/Q11320008
Diktat,http://www.wikidata.org/entity/Q11320010
Distant Way,http://www.wikidata.org/entity/Q11320055
Distant Music,http://www.wikidata.org/entity/Q11320056
Distant View,http://www.wikidata.org/entity/Q11320057
Diraqouee,http://www.wikidata.org/entity/Q11320156
Divine Light,http://www.wikidata.org/entity/Q11320185
ディープサイレンス,http://www.wikidata.org/entity/Q11320231
Deep Brillante,http://www.wikidata.org/entity/Q11320236
Decarchy,http://www.wikidata.org/entity/Q11320358
Desert Party,http://www.wikidata.org/entity/Q11320422
Doulab,http://www.wikidata.org/entity/Q11320777
デュークグランプリ,http://www.wikidata.org/entity/Q11320786
デルシム,http://www.wikidata.org/entity/Q11320834
Blacklegs,http://www.wikidata.org/entity/Q11320923
To The Victory,http://www.wikidata.org/entity/Q11321029
To the Glory,http://www.wikidata.org/entity/Q11321035
トゥナンテ,http://www.wikidata.org/entity/Q11321038
Tokai Trick,http://www.wikidata.org/entity/Q11321081
Tokai Teio,http://www.wikidata.org/entity/Q11321082
Tokai Point,http://www.wikidata.org/entity/Q11321083
トウカイローマン,http://www.wikidata.org/entity/Q11321084
Towkay,http://www.wikidata.org/entity/Q11321092
トウケイニセイ,http://www.wikidata.org/entity/Q11321093
トウケイフリート,http://www.wikidata.org/entity/Q11321095
トウケイホープ,http://www.wikidata.org/entity/Q11321096
トウコウエルザ,http://www.wikidata.org/entity/Q11321097
トウショウナイト,http://www.wikidata.org/entity/Q11321099
トウショウファルコ,http://www.wikidata.org/entity/Q11321100
Tosho Boy,http://www.wikidata.org/entity/Q11321101
トウメイ,http://www.wikidata.org/entity/Q11321109
Tournesol,http://www.wikidata.org/entity/Q11321111
トキオパーフェクト,http://www.wikidata.org/entity/Q11321147
Tokitsukaze,http://www.wikidata.org/entity/Q11321150
トキノキロク,http://www.wikidata.org/entity/Q11321151
Tokumasa,http://www.wikidata.org/entity/Q11321177
Tosa Midori,http://www.wikidata.org/entity/Q11321199
トサモアー,http://www.wikidata.org/entity/Q11321200
Toshi the V.,http://www.wikidata.org/entity/Q11321202
トチノミネフジ,http://www.wikidata.org/entity/Q11321221
Tomishino Porunga,http://www.wikidata.org/entity/Q11321419
Tomy Lee,http://www.wikidata.org/entity/Q11321441
トモエパワー,http://www.wikidata.org/entity/Q11321485
トライバルセンプー,http://www.wikidata.org/entity/Q11321754
Transwarp,http://www.wikidata.org/entity/Q11321895
Transcend,http://www.wikidata.org/entity/Q11321903
Trumpator,http://www.wikidata.org/entity/Q11321911
Trailblazer,http://www.wikidata.org/entity/Q11322088
Trend Hunter,http://www.wikidata.org/entity/Q11322139
Trot Thunder,http://www.wikidata.org/entity/Q11322180
トロットスター,http://www.wikidata.org/entity/Q11322182
Twining,http://www.wikidata.org/entity/Q11322215
トーシンブリザード,http://www.wikidata.org/entity/Q11322356
Toast,http://www.wikidata.org/entity/Q11322357
トーセンキャプテン,http://www.wikidata.org/entity/Q11322359
Tosen Jordan,http://www.wikidata.org/entity/Q11322361
トーセンダンス,http://www.wikidata.org/entity/Q11322362
トーセンブライト,http://www.wikidata.org/entity/Q11322363
